OrderID,OrderDate,Region,Salesperson,Category,Product,UnitsSold,UnitPrice,Revenue
1326,2025-02-20,Selangor,Nadia,Beauty,Hair Dryer,3,61.0,183.0
1327,2025-02-21,Selangor,Divya,Fashion,Sneakers,6,80.93,485.58
1328,2025-02-21,Kuala Lumpur,Siti,Beauty,Lip Tint,4,56.98,227.92
1329,2025-02-21,Kuala Lumpur,Siti,Beauty,Lip Tint,12,37.37,448.44
1330,2025-02-22,Penang,Ryan,Home & Living,Storage Box,10,103.94,1039.4
1331,2025-02-22,Johor,Wei Ling,Fashion,Sneakers,7,105.16,736.12
1332,2025-02-22,Kuala Lumpur,Ryan,Beauty,Lip Tint,4,31.72,126.88
1333,2025-02-22,Kuala Lumpur,Ain,Beauty,Lip Tint,6,41.01,246.06
1334,2025-02-22,Penang,Divya,Fashion,Backpack,1,105.07,105.07
1335,2025-02-22,Penang,Nadia,Home & Living,Blender,11,84.14,925.54
1336,2025-02-22,Selangor,Wei Ling,Fashion,Sunglasses,10,76.91,769.1
1337,2025-02-22,Johor,Siti,Home & Living,Blender,12,111.37,1336.44
1338,2025-02-22,Johor,Farid,Beauty,Sunscreen,4,52.93,211.72
1339,2025-02-23,Johor,Kumar,Fashion,Sneakers,10,70.07,700.7
1340,2025-02-23,Sabah,Divya,Home & Living,Storage Box,6,103.85,623.1
1341,2025-02-23,Selangor,Divya,Home & Living,Blender,2,106.34,212.68
1342,2025-02-23,Selangor,Ain,Beauty,Sunscreen,9,44.59,401.31
1343,2025-02-23,Sabah,Nadia,Beauty,Lip Tint,12,32.19,386.28
1344,2025-02-23,Selangor,Farid,Home & Living,LED Lamp,1,79.73,79.73
1345,2025-02-23,Sabah,Ryan,Electronics,Wireless Earbuds,8,86.67,693.36
1346,2025-02-24,Kuala Lumpur,Ryan,Beauty,Lip Tint,7,45.63,319.41
1347,2025-02-24,Johor,Farid,Electronics,Smartwatch,11,156.26,1718.86
1348,2025-02-24,Kuala Lumpur,Ain,Beauty,Sunscreen,12,62.33,747.96
1349,2025-02-24,Selangor,Ryan,Fashion,Wallet,11,108.3,1191.3
1350,2025-02-25,Johor,Nadia,Home & Living,Storage Box,8,75.38,603.04
1351,2025-02-25,Kuala Lumpur,Ain,Electronics,Wireless Earbuds,11,119.22,1311.42
1352,2025-02-25,Kuala Lumpur,Divya,Home & Living,LED Lamp,2,89.26,178.52
1353,2025-02-25,Sabah,Divya,Electronics,Smartwatch,12,87.72,1052.64
1354,2025-02-25,Kuala Lumpur,Nadia,Home & Living,LED Lamp,3,84.22,252.66
1355,2025-02-25,Kuala Lumpur,Wei Ling,Fashion,Sunglasses,4,82.01,328.04
1356,2025-02-25,Sabah,Wei Ling,Home & Living,Blender,5,71.41,357.05
1357,2025-02-26,Johor,Ryan,Beauty,Face Serum,6,61.16,366.96
1358,2025-02-26,Sabah,Ryan,Fashion,Wallet,7,72.4,506.8
1359,2025-02-26,Kuala Lumpur,Wei Ling,Beauty,Sunscreen,4,40.97,163.88
1360,2025-02-26,Johor,Wei Ling,Electronics,Bluetooth Speaker,7,130.81,915.67
1361,2025-02-26,Johor,Farid,Home & Living,Air Fryer,4,74.49,297.96
1362,2025-02-26,Johor,Kumar,Fashion,Sneakers,9,108.65,977.85
1363,2025-02-26,Selangor,Ain,Fashion,Wallet,11,101.11,1112.21
1364,2025-02-26,Selangor,Siti,Home & Living,Storage Box,8,67.7,541.6
1365,2025-02-27,Selangor,Divya,Home & Living,Storage Box,12,62.57,750.84
1366,2025-02-27,Kuala Lumpur,Nadia,Home & Living,Blender,4,86.92,347.68
1367,2025-02-27,Johor,Divya,Beauty,Lip Tint,5,39.74,198.7
1368,2025-02-27,Johor,Siti,Electronics,Bluetooth Speaker,6,160.8,964.8
1369,2025-02-27,Penang,Wei Ling,Beauty,Face Serum,10,58.72,587.2
1370,2025-02-28,Penang,Kumar,Beauty,Lip Tint,3,37.68,113.04
1371,2025-02-28,Johor,Siti,Home & Living,Blender,9,92.66,833.94
1372,2025-02-28,Penang,Siti,Beauty,Hair Dryer,8,36.8,294.4
1373,2025-03-01,Kuala Lumpur,Ain,Beauty,Sunscreen,9,62.7,564.3
1374,2025-03-01,Sabah,Ain,Electronics,Wireless Earbuds,11,88.08,968.88
1375,2025-03-01,Johor,Ain,Home & Living,Storage Box,2,95.6,191.2
1376,2025-03-01,Kuala Lumpur,Divya,Beauty,Lip Tint,1,50.96,50.96
1377,2025-03-02,Johor,Ain,Electronics,Wireless Earbuds,9,130.34,1173.06
1378,2025-03-02,Selangor,Ryan,Fashion,Sunglasses,1,94.64,94.64
1379,2025-03-02,Kuala Lumpur,Kumar,Electronics,Wireless Earbuds,9,96.51,868.59
1380,2025-03-02,Sabah,Farid,Fashion,Sunglasses,5,113.08,565.4
1381,2025-03-02,Penang,Kumar,Beauty,Hair Dryer,10,39.16,391.6
1382,2025-03-02,Penang,Ryan,Electronics,Wireless Earbuds,2,118.04,236.08
1383,2025-03-02,Sabah,Wei Ling,Beauty,Face Serum,11,31.8,349.8
1384,2025-03-02,Selangor,Farid,Beauty,Hair Dryer,11,56.21,618.31
1385,2025-03-03,Selangor,Divya,Home & Living,Storage Box,12,105.7,1268.4
1386,2025-03-03,Penang,Ain,Electronics,Wireless Earbuds,11,161.75,1779.25
1387,2025-03-03,Kuala Lumpur,Ryan,Fashion,Sneakers,4,99.98,399.92
1388,2025-03-03,Selangor,Ryan,Fashion,Backpack,10,78.15,781.5
1389,2025-03-03,Sabah,Farid,Fashion,Wallet,12,71.82,861.84
1390,2025-03-03,Sabah,Farid,Fashion,Sneakers,2,90.54,181.08
1391,2025-03-03,Penang,Divya,Beauty,Lip Tint,1,51.47,51.47
1392,2025-03-04,Kuala Lumpur,Ryan,Fashion,Wallet,7,74.7,522.9
1393,2025-03-04,Selangor,Nadia,Fashion,Backpack,12,67.63,811.56
1394,2025-03-04,Kuala Lumpur,Siti,Beauty,Sunscreen,12,43.77,525.24
1395,2025-03-04,Selangor,Nadia,Electronics,Wireless Earbuds,5,121.36,606.8
1396,2025-03-04,Selangor,Ryan,Home & Living,LED Lamp,3,80.13,240.39
1397,2025-03-04,Selangor,Siti,Electronics,Wireless Earbuds,6,130.55,783.3
1398,2025-03-05,Johor,Farid,Electronics,Power Bank,7,116.58,816.06
1399,2025-03-05,Sabah,Wei Ling,Home & Living,Storage Box,11,77.32,850.52
1400,2025-03-05,Penang,Wei Ling,Fashion,Sunglasses,8,72.19,577.52
1401,2025-03-05,Johor,Farid,Fashion,Wallet,5,93.51,467.55
1402,2025-03-05,Penang,Kumar,Fashion,Backpack,12,102.38,1228.56
1403,2025-03-05,Johor,Ryan,Electronics,Smartwatch,5,84.57,422.85
1404,2025-03-05,Penang,Wei Ling,Beauty,Lip Tint,8,42.04,336.32
1405,2025-03-05,Penang,Ryan,Fashion,Backpack,8,82.79,662.32
1406,2025-03-05,Penang,Siti,Fashion,Wallet,10,112.26,1122.6
1407,2025-03-06,Penang,Kumar,Beauty,Lip Tint,2,60.86,121.72
1408,2025-03-06,Sabah,Kumar,Home & Living,LED Lamp,12,81.85,982.2
1409,2025-03-06,Johor,Wei Ling,Fashion,Sneakers,7,105.4,737.8
1410,2025-03-06,Penang,Ryan,Home & Living,Air Fryer,11,64.63,710.93
1411,2025-03-06,Johor,Ryan,Electronics,Bluetooth Speaker,10,124.26,1242.6
1412,2025-03-06,Sabah,Farid,Beauty,Face Serum,6,53.6,321.6
1413,2025-03-07,Kuala Lumpur,Ryan,Fashion,Backpack,11,101.6,1117.6
1414,2025-03-07,Penang,Kumar,Beauty,Face Serum,1,34.61,34.61
1415,2025-03-07,Sabah,Wei Ling,Home & Living,Blender,6,77.9,467.4
1416,2025-03-08,Selangor,Farid,Beauty,Face Serum,5,44.6,223.0
1417,2025-03-08,Selangor,Kumar,Home & Living,Air Fryer,5,75.21,376.05
1418,2025-03-08,Sabah,Divya,Beauty,Lip Tint,8,34.58,276.64
1419,2025-03-08,Penang,Farid,Electronics,Power Bank,1,152.06,152.06
1420,2025-03-08,Selangor,Kumar,Fashion,Sneakers,11,113.4,1247.4
1421,2025-03-09,Kuala Lumpur,Divya,Home & Living,Air Fryer,9,79.88,718.92
1422,2025-03-09,Kuala Lumpur,Ryan,Beauty,Sunscreen,3,51.68,155.04
1423,2025-03-09,Johor,Ryan,Electronics,Smartwatch,8,133.75,1070.0
1424,2025-03-09,Selangor,Farid,Home & Living,Storage Box,5,98.13,490.65
1425,2025-03-09,Sabah,Divya,Electronics,Smartwatch,6,111.38,668.28
1426,2025-03-09,Selangor,Siti,Fashion,Wallet,9,123.85,1114.65
1427,2025-03-09,Sabah,Siti,Beauty,Hair Dryer,10,35.1,351.0
1428,2025-03-10,Johor,Wei Ling,Home & Living,Air Fryer,10,89.05,890.5
1429,2025-03-10,Penang,Siti,Electronics,Smartwatch,5,93.82,469.1
1430,2025-03-10,Kuala Lumpur,Ryan,Beauty,Hair Dryer,10,35.84,358.4
1431,2025-03-10,Johor,Wei Ling,Home & Living,Blender,11,86.09,946.99
1432,2025-03-10,Sabah,Siti,Home & Living,Blender,5,63.86,319.3
1433,2025-03-10,Johor,Kumar,Electronics,Power Bank,1,124.71,124.71
1434,2025-03-10,Johor,Divya,Beauty,Hair Dryer,11,46.99,516.89
1435,2025-03-10,Johor,Kumar,Home & Living,LED Lamp,10,57.73,577.3
1436,2025-03-10,Penang,Wei Ling,Electronics,Power Bank,4,129.16,516.64
1437,2025-03-11,Johor,Siti,Beauty,Face Serum,10,35.1,351.0
1438,2025-03-11,Sabah,Ryan,Electronics,Bluetooth Speaker,9,102.36,921.24
1439,2025-03-11,Selangor,Siti,Home & Living,Air Fryer,1,81.19,81.19
1440,2025-03-11,Selangor,Siti,Beauty,Face Serum,4,38.11,152.44
1441,2025-03-11,Sabah,Kumar,Beauty,Sunscreen,10,35.89,358.9
1442,2025-03-11,Kuala Lumpur,Wei Ling,Electronics,Power Bank,9,107.61,968.49
1443,2025-03-11,Penang,Farid,Fashion,Sunglasses,10,79.84,798.4
1444,2025-03-11,Kuala Lumpur,Wei Ling,Beauty,Face Serum,5,58.81,294.05
1445,2025-03-11,Kuala Lumpur,Kumar,Home & Living,Storage Box,12,74.04,888.48
1446,2025-03-12,Johor,Ryan,Beauty,Sunscreen,10,51.42,514.2
1447,2025-03-12,Johor,Farid,Beauty,Face Serum,11,56.53,621.83
1448,2025-03-12,Johor,Siti,Fashion,Sunglasses,8,122.87,982.96
1449,2025-03-12,Sabah,Siti,Electronics,Wireless Earbuds,12,165.66,1987.92
1450,2025-03-12,Selangor,Divya,Beauty,Sunscreen,7,57.48,402.36
1451,2025-03-12,Penang,Wei Ling,Fashion,Sunglasses,6,97.48,584.88
1452,2025-03-12,Sabah,Ain,Beauty,Lip Tint,11,55.51,610.61
1453,2025-03-12,Selangor,Wei Ling,Beauty,Face Serum,2,60.78,121.56
1454,2025-03-12,Johor,Wei Ling,Beauty,Face Serum,7,37.87,265.09
1455,2025-03-13,Penang,Nadia,Home & Living,Air Fryer,2,92.66,185.32
1456,2025-03-13,Selangor,Nadia,Fashion,Backpack,1,87.97,87.97
1457,2025-03-13,Kuala Lumpur,Kumar,Beauty,Face Serum,12,34.5,414.0
1458,2025-03-13,Johor,Divya,Electronics,Smartwatch,10,103.0,1030.0
1459,2025-03-13,Selangor,Ryan,Electronics,Power Bank,2,167.01,334.02
1460,2025-03-13,Kuala Lumpur,Farid,Beauty,Face Serum,4,43.57,174.28
1461,2025-03-13,Selangor,Wei Ling,Fashion,Sunglasses,5,71.64,358.2
1462,2025-03-13,Kuala Lumpur,Divya,Electronics,Wireless Earbuds,10,138.6,1386.0
1463,2025-03-14,Kuala Lumpur,Kumar,Home & Living,Blender,10,94.45,944.5
1464,2025-03-14,Selangor,Ryan,Electronics,Smartwatch,2,133.52,267.04
1465,2025-03-14,Penang,Farid,Beauty,Lip Tint,3,39.31,117.93
1466,2025-03-14,Kuala Lumpur,Kumar,Fashion,Sneakers,11,118.18,1299.98
1467,2025-03-14,Sabah,Kumar,Home & Living,Blender,5,92.19,460.95
1468,2025-03-15,Johor,Farid,Electronics,Smartwatch,8,137.6,1100.8
1469,2025-03-15,Sabah,Ryan,Electronics,Power Bank,6,95.09,570.54
1470,2025-03-15,Penang,Farid,Home & Living,Blender,2,56.93,113.86
1471,2025-03-15,Selangor,Ryan,Fashion,Backpack,1,121.12,121.12
1472,2025-03-15,Sabah,Farid,Fashion,Wallet,7,107.21,750.47
1473,2025-03-15,Sabah,Kumar,Home & Living,Air Fryer,2,73.35,146.7
1474,2025-03-16,Kuala Lumpur,Farid,Fashion,Wallet,10,102.96,1029.6
1475,2025-03-16,Penang,Ryan,Beauty,Sunscreen,1,39.2,39.2
1476,2025-03-16,Selangor,Wei Ling,Beauty,Face Serum,5,52.48,262.4
1477,2025-03-16,Selangor,Divya,Electronics,Smartwatch,12,84.95,1019.4
1478,2025-03-16,Penang,Nadia,Fashion,Backpack,6,71.0,426.0
1479,2025-03-16,Selangor,Farid,Electronics,Power Bank,7,106.85,747.95
1480,2025-03-16,Penang,Ain,Electronics,Bluetooth Speaker,8,126.91,1015.28
1481,2025-03-16,Johor,Farid,Home & Living,Air Fryer,3,70.29,210.87
1482,2025-03-16,Sabah,Ain,Electronics,Smartwatch,12,126.74,1520.88
1483,2025-03-17,Selangor,Wei Ling,Home & Living,LED Lamp,8,76.38,611.04
1484,2025-03-17,Kuala Lumpur,Ryan,Electronics,Bluetooth Speaker,4,111.03,444.12
1485,2025-03-17,Penang,Ain,Fashion,Sneakers,10,86.49,864.9
1486,2025-03-17,Kuala Lumpur,Divya,Home & Living,LED Lamp,7,59.86,419.02
1487,2025-03-17,Penang,Ain,Fashion,Sunglasses,2,97.84,195.68
1488,2025-03-17,Penang,Kumar,Home & Living,Air Fryer,10,99.93,999.3
1489,2025-03-17,Johor,Kumar,Fashion,Wallet,4,109.15,436.6
1490,2025-03-17,Kuala Lumpur,Siti,Electronics,Bluetooth Speaker,1,103.57,103.57
1491,2025-03-17,Selangor,Nadia,Fashion,Sneakers,11,86.71,953.81
1492,2025-03-18,Kuala Lumpur,Wei Ling,Home & Living,Blender,8,109.83,878.64
1493,2025-03-18,Penang,Ryan,Electronics,Wireless Earbuds,4,159.37,637.48
1494,2025-03-18,Penang,Wei Ling,Beauty,Face Serum,10,34.51,345.1
1495,2025-03-19,Johor,Wei Ling,Electronics,Wireless Earbuds,7,139.65,977.55
1496,2025-03-19,Kuala Lumpur,Ryan,Fashion,Sunglasses,6,121.34,728.04
1497,2025-03-19,Penang,Kumar,Fashion,Wallet,5,77.72,388.6
1498,2025-03-19,Kuala Lumpur,Divya,Electronics,Smartwatch,2,97.81,195.62
1499,2025-03-19,Penang,Kumar,Beauty,Face Serum,9,42.79,385.11
1500,2025-03-19,Johor,Farid,Fashion,Wallet,5,116.71,583.55
1501,2025-03-19,Kuala Lumpur,Siti,Fashion,Sneakers,4,115.66,462.64
1502,2025-03-19,Kuala Lumpur,Ain,Electronics,Smartwatch,6,117.28,703.68
1503,2025-03-20,Penang,Divya,Fashion,Backpack,1,122.98,122.98
1504,2025-03-20,Sabah,Wei Ling,Home & Living,LED Lamp,8,61.71,493.68
1505,2025-03-20,Selangor,Ryan,Electronics,Wireless Earbuds,4,94.98,379.92
1506,2025-03-20,Penang,Farid,Electronics,Power Bank,2,85.83,171.66
1507,2025-03-20,Kuala Lumpur,Siti,Beauty,Sunscreen,2,60.01,120.02
1508,2025-03-20,Selangor,Ryan,Electronics,Bluetooth Speaker,1,98.11,98.11
1509,2025-03-20,Johor,Wei Ling,Beauty,Face Serum,7,53.02,371.14
1510,2025-03-20,Penang,Wei Ling,Home & Living,Storage Box,5,71.67,358.35
1511,2025-03-21,Sabah,Divya,Home & Living,Air Fryer,8,79.07,632.56
1512,2025-03-21,Selangor,Kumar,Electronics,Power Bank,7,95.53,668.71
1513,2025-03-21,Sabah,Siti,Home & Living,LED Lamp,7,99.79,698.53
1514,2025-03-22,Sabah,Ryan,Beauty,Lip Tint,10,47.33,473.3
1515,2025-03-22,Penang,Ain,Home & Living,LED Lamp,6,89.44,536.64
1516,2025-03-22,Penang,Kumar,Electronics,Bluetooth Speaker,9,114.02,1026.18
1517,2025-03-22,Kuala Lumpur,Ain,Electronics,Smartwatch,11,104.26,1146.86
1518,2025-03-22,Kuala Lumpur,Siti,Beauty,Lip Tint,3,37.05,111.15
1519,2025-03-22,Penang,Kumar,Electronics,Power Bank,10,131.34,1313.4
1520,2025-03-23,Johor,Ain,Fashion,Backpack,8,65.39,523.12
1521,2025-03-23,Kuala Lumpur,Siti,Home & Living,LED Lamp,9,82.77,744.93
1522,2025-03-23,Sabah,Siti,Home & Living,Storage Box,6,96.15,576.9
1523,2025-03-23,Selangor,Wei Ling,Electronics,Smartwatch,10,143.19,1431.9
1524,2025-03-23,Selangor,Ryan,Fashion,Sneakers,6,107.39,644.34
1525,2025-03-23,Sabah,Wei Ling,Electronics,Power Bank,5,111.1,555.5
1526,2025-03-23,Johor,Siti,Beauty,Lip Tint,3,53.78,161.34
1527,2025-03-23,Kuala Lumpur,Nadia,Home & Living,Blender,5,97.1,485.5
1528,2025-03-23,Kuala Lumpur,Ryan,Home & Living,LED Lamp,12,109.13,1309.56
1529,2025-03-24,Sabah,Kumar,Electronics,Smartwatch,10,110.73,1107.3
1530,2025-03-24,Sabah,Farid,Electronics,Bluetooth Speaker,3,111.82,335.46
1531,2025-03-24,Kuala Lumpur,Farid,Fashion,Sunglasses,3,103.08,309.24
1532,2025-03-24,Penang,Farid,Beauty,Face Serum,5,38.11,190.55
1533,2025-03-24,Penang,Ryan,Fashion,Sneakers,12,63.08,756.96
1534,2025-03-24,Johor,Ryan,Beauty,Sunscreen,7,47.03,329.21
1535,2025-03-24,Penang,Kumar,Beauty,Face Serum,8,56.34,450.72
1536,2025-03-24,Kuala Lumpur,Siti,Beauty,Face Serum,1,40.79,40.79
1537,2025-03-24,Penang,Ryan,Electronics,Wireless Earbuds,6,98.29,589.74
1538,2025-03-25,Selangor,Divya,Electronics,Power Bank,10,166.76,1667.6
1539,2025-03-25,Selangor,Wei Ling,Beauty,Sunscreen,10,59.53,595.3
1540,2025-03-25,Selangor,Ryan,Electronics,Power Bank,4,165.85,663.4
1541,2025-03-25,Sabah,Ain,Fashion,Sunglasses,5,77.97,389.85
1542,2025-03-26,Sabah,Ryan,Beauty,Sunscreen,1,42.87,42.87
1543,2025-03-26,Selangor,Kumar,Fashion,Wallet,4,69.11,276.44
1544,2025-03-26,Kuala Lumpur,Nadia,Fashion,Sneakers,8,116.16,929.28
1545,2025-03-26,Johor,Ryan,Beauty,Hair Dryer,11,39.85,438.35
1546,2025-03-26,Kuala Lumpur,Ain,Fashion,Wallet,6,74.75,448.5
1547,2025-03-26,Penang,Nadia,Beauty,Hair Dryer,5,38.63,193.15
1548,2025-03-27,Selangor,Ryan,Home & Living,LED Lamp,2,93.42,186.84
1549,2025-03-27,Sabah,Ryan,Home & Living,LED Lamp,7,101.83,712.81
1550,2025-03-27,Sabah,Ryan,Beauty,Sunscreen,8,40.91,327.28
1551,2025-03-27,Selangor,Wei Ling,Home & Living,LED Lamp,8,65.68,525.44
1552,2025-03-27,Kuala Lumpur,Ryan,Home & Living,Storage Box,1,79.71,79.71
1553,2025-03-27,Kuala Lumpur,Farid,Home & Living,Air Fryer,6,107.01,642.06
1554,2025-03-27,Selangor,Nadia,Beauty,Hair Dryer,9,41.77,375.93
1555,2025-03-28,Johor,Wei Ling,Electronics,Bluetooth Speaker,2,118.81,237.62
1556,2025-03-28,Sabah,Nadia,Electronics,Wireless Earbuds,10,149.48,1494.8
1557,2025-03-28,Sabah,Divya,Fashion,Wallet,5,87.13,435.65
1558,2025-03-28,Sabah,Wei Ling,Beauty,Face Serum,3,40.18,120.54
1559,2025-03-28,Sabah,Siti,Beauty,Face Serum,7,59.52,416.64
1560,2025-03-28,Kuala Lumpur,Ain,Electronics,Bluetooth Speaker,5,159.35,796.75
1561,2025-03-28,Penang,Farid,Fashion,Sunglasses,5,116.1,580.5
1562,2025-03-29,Kuala Lumpur,Siti,Home & Living,Air Fryer,12,80.81,969.72
1563,2025-03-29,Penang,Ryan,Beauty,Face Serum,4,45.41,181.64
1564,2025-03-29,Johor,Farid,Fashion,Sneakers,9,112.86,1015.74
1565,2025-03-29,Penang,Ain,Beauty,Sunscreen,9,59.2,532.8
1566,2025-03-29,Kuala Lumpur,Divya,Home & Living,Storage Box,1,69.97,69.97
1567,2025-03-29,Selangor,Divya,Fashion,Backpack,5,86.21,431.05
1568,2025-03-29,Sabah,Siti,Beauty,Face Serum,11,32.46,357.06
1569,2025-03-29,Johor,Siti,Beauty,Sunscreen,8,49.99,399.92
1570,2025-03-29,Penang,Farid,Home & Living,Air Fryer,12,102.53,1230.36
1571,2025-03-30,Selangor,Kumar,Beauty,Face Serum,3,58.4,175.2
1572,2025-03-30,Kuala Lumpur,Ain,Home & Living,Storage Box,5,92.49,462.45
1573,2025-03-30,Selangor,Ain,Beauty,Sunscreen,11,36.96,406.56
1574,2025-03-30,Kuala Lumpur,Nadia,Fashion,Sunglasses,12,123.92,1487.04
1575,2025-03-30,Johor,Divya,Beauty,Lip Tint,8,39.44,315.52
1576,2025-03-31,Sabah,Siti,Beauty,Face Serum,1,47.61,47.61
1577,2025-03-31,Sabah,Farid,Fashion,Sunglasses,11,69.81,767.91
1578,2025-03-31,Penang,Nadia,Fashion,Sunglasses,5,79.45,397.25
1579,2025-03-31,Kuala Lumpur,Ryan,Home & Living,Storage Box,1,101.1,101.1
1580,2025-03-31,Penang,Nadia,Home & Living,LED Lamp,11,83.85,922.35
1581,2025-04-01,Johor,Kumar,Beauty,Hair Dryer,12,32.61,391.32
1582,2025-04-01,Penang,Nadia,Home & Living,Blender,11,76.08,836.88
1583,2025-04-01,Kuala Lumpur,Nadia,Home & Living,Air Fryer,2,82.36,164.72
1584,2025-04-01,Sabah,Siti,Home & Living,Air Fryer,11,61.0,671.0
1585,2025-04-01,Kuala Lumpur,Nadia,Fashion,Wallet,6,86.42,518.52
1586,2025-04-02,Selangor,Farid,Beauty,Face Serum,11,49.88,548.68
1587,2025-04-02,Johor,Nadia,Home & Living,LED Lamp,11,77.37,851.07
1588,2025-04-02,Johor,Siti,Electronics,Smartwatch,3,167.36,502.08
1589,2025-04-02,Johor,Wei Ling,Beauty,Sunscreen,6,58.67,352.02
1590,2025-04-02,Selangor,Siti,Beauty,Lip Tint,11,62.58,688.38
1591,2025-04-02,Selangor,Wei Ling,Electronics,Bluetooth Speaker,5,101.59,507.95
1592,2025-04-03,Kuala Lumpur,Ryan,Beauty,Face Serum,3,50.86,152.58
1593,2025-04-03,Johor,Kumar,Beauty,Hair Dryer,7,31.65,221.55
1594,2025-04-03,Penang,Ain,Electronics,Power Bank,9,100.01,900.09
1595,2025-04-03,Kuala Lumpur,Ryan,Home & Living,Air Fryer,5,63.22,316.1
1596,2025-04-03,Sabah,Nadia,Fashion,Backpack,2,114.9,229.8
1597,2025-04-03,Penang,Wei Ling,Beauty,Lip Tint,7,59.47,416.29
1598,2025-04-03,Penang,Ryan,Beauty,Lip Tint,4,36.69,146.76
1599,2025-04-04,Kuala Lumpur,Wei Ling,Home & Living,Storage Box,4,97.11,388.44
1600,2025-04-04,Selangor,Nadia,Fashion,Sneakers,7,118.22,827.54
1601,2025-04-04,Sabah,Ain,Electronics,Wireless Earbuds,11,93.08,1023.88
1602,2025-04-05,Selangor,Nadia,Beauty,Hair Dryer,7,35.39,247.73
1603,2025-04-05,Johor,Ain,Home & Living,Storage Box,12,94.4,1132.8
1604,2025-04-05,Penang,Wei Ling,Beauty,Face Serum,11,47.89,526.79
1605,2025-04-06,Selangor,Divya,Electronics,Power Bank,2,149.92,299.84
1606,2025-04-06,Kuala Lumpur,Siti,Home & Living,Air Fryer,9,110.49,994.41
1607,2025-04-06,Johor,Kumar,Fashion,Backpack,1,97.53,97.53
1608,2025-04-06,Johor,Farid,Fashion,Backpack,1,63.8,63.8
1609,2025-04-06,Selangor,Farid,Beauty,Sunscreen,2,56.06,112.12
1610,2025-04-06,Selangor,Nadia,Fashion,Backpack,8,125.29,1002.32
1611,2025-04-07,Johor,Nadia,Electronics,Wireless Earbuds,3,157.43,472.29
1612,2025-04-07,Penang,Ain,Fashion,Wallet,12,70.3,843.6
1613,2025-04-07,Selangor,Divya,Home & Living,Storage Box,6,76.02,456.12
1614,2025-04-07,Sabah,Wei Ling,Fashion,Sneakers,6,114.34,686.04
1615,2025-04-07,Selangor,Ryan,Beauty,Hair Dryer,8,40.06,320.48
1616,2025-04-08,Johor,Ain,Beauty,Sunscreen,2,35.67,71.34
1617,2025-04-08,Kuala Lumpur,Divya,Electronics,Bluetooth Speaker,10,124.54,1245.4
1618,2025-04-08,Kuala Lumpur,Wei Ling,Beauty,Lip Tint,10,32.41,324.1
1619,2025-04-08,Johor,Farid,Beauty,Face Serum,7,45.38,317.66
1620,2025-04-08,Penang,Kumar,Fashion,Sneakers,12,117.7,1412.4
1621,2025-04-08,Penang,Divya,Electronics,Bluetooth Speaker,11,145.04,1595.44
1622,2025-04-08,Penang,Ain,Beauty,Sunscreen,9,59.6,536.4
1623,2025-04-08,Selangor,Farid,Home & Living,Blender,8,104.69,837.52
1624,2025-04-09,Johor,Ain,Fashion,Backpack,6,124.12,744.72
1625,2025-04-09,Sabah,Farid,Home & Living,Blender,7,101.76,712.32
1626,2025-04-09,Johor,Divya,Beauty,Hair Dryer,2,58.48,116.96
1627,2025-04-09,Penang,Farid,Electronics,Bluetooth Speaker,12,138.88,1666.56
1628,2025-04-09,Johor,Farid,Beauty,Face Serum,9,48.8,439.2
1629,2025-04-09,Sabah,Siti,Fashion,Backpack,11,105.3,1158.3
1630,2025-04-09,Penang,Divya,Electronics,Smartwatch,8,111.89,895.12
1631,2025-04-09,Penang,Kumar,Beauty,Face Serum,2,55.42,110.84
1632,2025-04-09,Selangor,Nadia,Fashion,Sunglasses,11,123.76,1361.36
1633,2025-04-10,Sabah,Divya,Fashion,Sneakers,1,119.5,119.5
1634,2025-04-10,Kuala Lumpur,Kumar,Beauty,Face Serum,5,50.74,253.7
1635,2025-04-10,Selangor,Kumar,Beauty,Sunscreen,8,57.47,459.76
1636,2025-04-10,Penang,Farid,Electronics,Bluetooth Speaker,1,161.84,161.84
1637,2025-04-10,Johor,Ain,Beauty,Sunscreen,8,31.64,253.12
1638,2025-04-10,Sabah,Wei Ling,Beauty,Hair Dryer,9,56.1,504.9
1639,2025-04-10,Sabah,Siti,Home & Living,Storage Box,2,77.69,155.38
1640,2025-04-11,Johor,Siti,Beauty,Sunscreen,5,44.03,220.15
1641,2025-04-11,Penang,Nadia,Beauty,Sunscreen,3,44.5,133.5
1642,2025-04-11,Sabah,Nadia,Fashion,Backpack,4,76.21,304.84
1643,2025-04-11,Penang,Siti,Home & Living,Storage Box,9,86.38,777.42
1644,2025-04-11,Selangor,Ryan,Fashion,Wallet,10,98.95,989.5
1645,2025-04-11,Sabah,Ain,Fashion,Wallet,1,95.93,95.93
1646,2025-04-11,Johor,Nadia,Home & Living,LED Lamp,11,59.17,650.87
1647,2025-04-12,Kuala Lumpur,Nadia,Fashion,Sunglasses,3,115.88,347.64
1648,2025-04-12,Kuala Lumpur,Kumar,Electronics,Power Bank,8,92.61,740.88
1649,2025-04-12,Sabah,Nadia,Beauty,Sunscreen,9,56.21,505.89
1650,2025-04-12,Selangor,Siti,Beauty,Hair Dryer,7,61.64,431.48
1651,2025-04-12,Sabah,Divya,Electronics,Wireless Earbuds,12,105.11,1261.32
1652,2025-04-12,Kuala Lumpur,Nadia,Fashion,Backpack,12,123.75,1485.0
